head	rel	tail	score
TCMsymptom::Er Lou	Syndrome::Symptom	Disease::MESH:D016110	-0.35713616
TCMsymptom::Niao Hun Zhuo	Symptom::Disease	Disease::MESH:D016110	-0.160417616
TCMsymptom::Shi Chuang	Syndrome::Symptom	Disease::MESH:D016110	-0.133181781
TCMsymptom::Xiao Fu Zhang	Syndrome::Symptom	Disease::MESH:D016110	-0.384158731
TCMsymptom::Xiao Bian Lin Li	Syndrome::Symptom	Disease::MESH:D016110	-0.1002267
TCMsymptom::Pin Er Liu Nong	Syndrome::Symptom	Disease::MESH:D016110	-0.363895118
TCMsymptom::Guan Fu Pi Man Zhang Tong	Syndrome::Symptom	Disease::MESH:D016110	-0.526426375
TCMsymptom::Tai Lou	Syndrome::Symptom	Disease::MESH:D016110	-0.418152511
TCMsymptom::Tan Chou	Symptom::Disease	Disease::MESH:D016110	-0.143787608
TCMsymptom::Pi Men	Syndrome::Symptom	Disease::MESH:D015518	-0.049834006
TCMsymptom::Zheng Jia Pi Kuai	Syndrome::Symptom	Disease::MESH:D015518	-0.225582466
TCMsymptom::Chi Tong	Syndrome::Symptom	Disease::MESH:D015518	-0.233787075
TCMsymptom::Yan Hou Bu Li	Symptom::Disease	Disease::MESH:D015518	-0.160344437
TCMsymptom::Yan Jing Zhong Tong	Symptom::Disease	Disease::MESH:D015518	-0.45008418
TCMsymptom::Duo Shi	Symptom::Disease	Disease::MESH:D015464	-0.118909657
TCMsymptom::Da Bian Zao Jie	Syndrome::Symptom	Disease::MESH:D015223	-0.163698092
TCMsymptom::Shen Kun Zhong	Symptom::Disease	Disease::MESH:D015223	-0.156508863
TCMsymptom::Xiao Bian Huang Shao	Symptom::Disease	Disease::MESH:D015223	-0.271658808
TCMsymptom::Huo Du Chuang Yang	Symptom::Disease	Disease::MESH:D015223	-0.188791499
TCMsymptom::Bi Yang	Symptom::Disease	Disease::MESH:D015223	-0.196588933
TCMsymptom::Bu Mei	Symptom::Disease	Disease::MESH:D014923	-0.379089922
TCMsymptom::Kou Gan	Syndrome::Symptom	Disease::MESH:D014923	-0.4223952
TCMsymptom::Mian Hong	Syndrome::Symptom	Disease::MESH:D014923	-0.2173094
TCMsymptom::Xin Qi Tong	Syndrome::Symptom	Disease::MESH:D014923	-0.082817934
TCMsymptom::Xie Re Tu Nv	Symptom::Disease	Disease::MESH:D014923	-0.335901111
TCMsymptom::Fu Ren Zang Zao	Syndrome::Symptom	Disease::MESH:D014923	-0.151605025
TCMsymptom::Xie Re Fa Zhen	Syndrome::Symptom	Disease::MESH:D014923	-0.123149045
TCMsymptom::Dai Xia Se Huang Zhi Chou	Syndrome::Symptom	Disease::MESH:D014923	-0.536669314
TCMsymptom::Er Lou	Symptom::Disease	Disease::MESH:D014923	-0.310961425
TCMsymptom::Er Lou	Syndrome::Symptom	Disease::MESH:D014923	-0.374997586
TCMsymptom::Ji Rou Hong Zhong Re Tong	Syndrome::Symptom	Disease::MESH:D014923	-0.349463463
TCMsymptom::Jie Zhong	Syndrome::Symptom	Disease::MESH:D014923	-0.170550913
TCMsymptom::Kou Ku	Symptom::Disease	Disease::MESH:D014923	-0.065005809
TCMsymptom::Liang Xie Zhang Tong	Syndrome::Symptom	Disease::MESH:D014923	-0.095969118
TCMsymptom::Lin Zhuo	Syndrome::Symptom	Disease::MESH:D014923	-0.073408239
TCMsymptom::Liu Huang Chou Ti	Syndrome::Symptom	Disease::MESH:D014923	-0.049827099
TCMsymptom::Liu Nong	Symptom::Disease	Disease::MESH:D014923	-0.194968715
TCMsymptom::Mao Fa You Ni	Syndrome::Symptom	Disease::MESH:D014923	-0.347549051
TCMsymptom::Mian Mu Xi Huang	Syndrome::Symptom	Disease::MESH:D014923	-0.08935567
TCMsymptom::Nong Pao	Syndrome::Symptom	Disease::MESH:D014923	-0.096941628
TCMsymptom::Pi Fu Kui Yang	Symptom::Disease	Disease::MESH:D014923	-0.162125945
TCMsymptom::Pi Man	Symptom::Disease	Disease::MESH:D014923	-0.227713212
TCMsymptom::Re Lin Zheng	Syndrome::Symptom	Disease::MESH:D014923	-0.230409816
TCMsymptom::She Hong Tai Huang Ni	Syndrome::Symptom	Disease::MESH:D014923	-0.155613095
TCMsymptom::She Pang	Syndrome::Symptom	Disease::MESH:D014923	-0.057859566
TCMsymptom::Shen Mu Fa Huang	Syndrome::Symptom	Disease::MESH:D014923	-0.183704183
TCMsymptom::Shi Lin	Syndrome::Symptom	Disease::MESH:D014923	-0.141233206
TCMsymptom::Tou Zhong	Syndrome::Symptom	Disease::MESH:D014923	-0.019137906
TCMsymptom::Wai Yin Hong Zhong	Syndrome::Symptom	Disease::MESH:D014923	-0.137500286
TCMsymptom::Guan Fu Pi Man	Syndrome::Symptom	Disease::MESH:D014923	-0.386512578
TCMsymptom::Xiao Bian Di Li Bu Jing	Syndrome::Symptom	Disease::MESH:D014923	-0.128753752
TCMsymptom::Xiao Bian Di Li Bu Jing	Symptom::Disease	Disease::MESH:D014923	-0.17665486
TCMsymptom::Xiao Bian Se Tong	Symptom::Disease	Disease::MESH:D014923	-0.228504747
TCMsymptom::Xiao Er Ji Liang	Syndrome::Symptom	Disease::MESH:D014923	-0.356157571
TCMsymptom::Xiao Fu Zhang	Syndrome::Symptom	Disease::MESH:D014923	-0.290435344
TCMsymptom::Xie Xia Pi Kuai	Symptom::Disease	Disease::MESH:D014923	-0.087353207
TCMsymptom::Xiong Ge Pi Man	Syndrome::Symptom	Disease::MESH:D014923	-0.10764803
TCMsymptom::Xiong Ge Pi Sai	Syndrome::Symptom	Disease::MESH:D014923	-0.294827104
TCMsymptom::Xiong Guan Zhang Man	Syndrome::Symptom	Disease::MESH:D014923	-0.350966245
TCMsymptom::Xiong Guan Zhang Men	Syndrome::Symptom	Disease::MESH:D014923	-0.331791162
TCMsymptom::Xie Niao	Symptom::Disease	Disease::MESH:D014923	-0.17584604
TCMsymptom::Ou Tu E Ni	Symptom::Disease	Disease::MESH:D014923	-0.191610977
TCMsymptom::Dai Xia Yin Yang	Syndrome::Symptom	Disease::MESH:D014923	-0.226045921
TCMsymptom::Nong Shui Lin Li	Syndrome::Symptom	Disease::MESH:D014923	-0.146517187
TCMsymptom::Jiao Qi Zhong Du	Syndrome::Symptom	Disease::MESH:D014923	-0.334291458
TCMsymptom::Xi Suan Ruan	Syndrome::Symptom	Disease::MESH:D014923	-0.152522147
TCMsymptom::Mian Huang	Symptom::Disease	Disease::MESH:D014923	-0.38276431
TCMsymptom::Qi Fu Zhang Tong	Syndrome::Symptom	Disease::MESH:D014923	-0.104857206
TCMsymptom::Ting Shi	Syndrome::Symptom	Disease::MESH:D014923	-0.205553338
TCMsymptom::Guan Fu Zhang Men	Syndrome::Symptom	Disease::MESH:D014923	-0.080713421
TCMsymptom::Gang Men Zhuo Re	Syndrome::Symptom	Disease::MESH:D014923	-0.194242001
TCMsymptom::Kou Ke	Syndrome::Symptom	Disease::MESH:D014923	-0.123600438
TCMsymptom::Bian Gan	Symptom::Disease	Disease::MESH:D014923	-0.395929277
TCMsymptom::Da Bian Gan Zao	Syndrome::Symptom	Disease::MESH:D014923	-0.456184477
TCMsymptom::Duo Shi	Symptom::Disease	Disease::MESH:D014923	-0.168581441
TCMsymptom::Qu Chi Teng Tong	Syndrome::Symptom	Disease::MESH:D014923	-0.548581958
TCMsymptom::Ru Fang Zhang Tong	Syndrome::Symptom	Disease::MESH:D014923	-0.106365763
TCMsymptom::Ru Yong	Syndrome::Symptom	Disease::MESH:D014923	-0.206046268
TCMsymptom::Wei Guan Cao Za	Syndrome::Symptom	Disease::MESH:D014923	-0.130127668
TCMsymptom::Ya Teng	Syndrome::Symptom	Disease::MESH:D014923	-0.234600231
TCMsymptom::Ru Bi	Syndrome::Symptom	Disease::MESH:D014923	-0.379212528
TCMsymptom::Wei Huo Ya Tong	Syndrome::Symptom	Disease::MESH:D014923	-0.221498281
TCMsymptom::Bao Jue	Symptom::Disease	Disease::MESH:D014923	-0.522101402
TCMsymptom::Bian Bi	Syndrome::Symptom	Disease::MESH:D014923	-0.116667114
TCMsymptom::Chi Bi Nv Xie	Syndrome::Symptom	Disease::MESH:D014923	-0.593677282
TCMsymptom::Fei Zhen Xian Hong	Syndrome::Symptom	Disease::MESH:D014923	-0.303652465
TCMsymptom::Hong Re	Syndrome::Symptom	Disease::MESH:D014923	-0.629270017
TCMsymptom::Ji Fu Hong	Syndrome::Symptom	Disease::MESH:D014923	-0.010346518
TCMsymptom::Re Bing Fa Shao	Syndrome::Symptom	Disease::MESH:D014923	-0.168149844
TCMsymptom::Ren Shen Lou Xie	Syndrome::Symptom	Disease::MESH:D014923	-0.110339463
TCMsymptom::Sai Xian Yan Zhong Tong	Syndrome::Symptom	Disease::MESH:D014923	-0.044456031
TCMsymptom::Sai Zhong	Syndrome::Symptom	Disease::MESH:D014923	-0.285253853
TCMsymptom::Tai Lou	Syndrome::Symptom	Disease::MESH:D014923	-0.547837615
TCMsymptom::Yong Ju	Symptom::Disease	Disease::MESH:D014923	-0.323963195
TCMsymptom::Yong Ju Bu Kui	Syndrome::Symptom	Disease::MESH:D014923	-0.298720419
TCMsymptom::Zhi Chuang Chu Xie	Syndrome::Symptom	Disease::MESH:D014923	-0.078726597
TCMsymptom::E Lu Bu Xing	Syndrome::Symptom	Disease::MESH:D014923	-0.516796172
TCMsymptom::Huo Du Chuang Yang	Syndrome::Symptom	Disease::MESH:D014923	-0.04871735
TCMsymptom::Yong Zhong Chuang Du	Syndrome::Symptom	Disease::MESH:D014923	-0.439546257
TCMsymptom::Fei Zi	Syndrome::Symptom	Disease::MESH:D014923	-0.07124953
TCMsymptom::Chang Yong	Syndrome::Symptom	Disease::MESH:D014923	-0.38233912
TCMsymptom::Bi Liu Zhuo Ti	Syndrome::Symptom	Disease::MESH:D014923	-0.20678027
TCMsymptom::Mu An Bu Ming	Syndrome::Symptom	Disease::MESH:D014923	-0.157791585
TCMsymptom::Mu Sheng Yun Yi	Syndrome::Symptom	Disease::MESH:D014923	-0.604204595
TCMsymptom::Sao Yang	Syndrome::Symptom	Disease::MESH:D014923	-0.42122218
TCMsymptom::Tan Chou Nan Chu	Syndrome::Symptom	Disease::MESH:D014923	-0.077793583
TCMsymptom::Yan Hong	Syndrome::Symptom	Disease::MESH:D014923	-0.150875151
TCMsymptom::Yan Jing Tong Yang	Symptom::Disease	Disease::MESH:D014923	-0.162501246
TCMsymptom::Yang	Syndrome::Symptom	Disease::MESH:D014923	-0.038284265
TCMsymptom::Zhuo Ti	Syndrome::Symptom	Disease::MESH:D014923	-0.382555902
TCMsymptom::Zhuo Ti Chou Qi	Syndrome::Symptom	Disease::MESH:D014923	-0.042434238
TCMsymptom::Tan Re Ke Sou	Syndrome::Symptom	Disease::MESH:D014923	-0.202140629
TCMsymptom::Mu Tong	Syndrome::Symptom	Disease::MESH:D014923	-0.188868299
TCMsymptom::Tu Chuang	Syndrome::Symptom	Disease::MESH:D014923	-0.298863769
TCMsymptom::Feng Re Yu Fei Yan Tong	Syndrome::Symptom	Disease::MESH:D014923	-0.060070153
TCMsymptom::She Hong	Symptom::Disease	Disease::MESH:D014376	-0.241897345
TCMsymptom::Fu Zhang Man	Symptom::Disease	Disease::MESH:D014376	-0.247338727
TCMsymptom::Liu Nong Ti	Symptom::Disease	Disease::MESH:D014376	-0.112042896
TCMsymptom::Mu Fa Huang	Symptom::Disease	Disease::MESH:D014376	-0.285947174
TCMsymptom::Pi Fu Mi Lan	Symptom::Disease	Disease::MESH:D014376	-0.272113919
TCMsymptom::Xiao Bian Bai Zhuo	Symptom::Disease	Disease::MESH:D014376	-0.16045703
TCMsymptom::Xiong Fu Zhang Men	Symptom::Disease	Disease::MESH:D014376	-0.236519992
TCMsymptom::Xiao Er Liang Ti	Symptom::Disease	Disease::MESH:D014376	-0.109275021
TCMsymptom::Da Bian Chu Xie	Symptom::Disease	Disease::MESH:D014376	-0.078000613
TCMsymptom::Dao Han	Symptom::Disease	Disease::MESH:D014376	-0.093380347
TCMsymptom::Ting Zhong	Syndrome::Symptom	Disease::MESH:D014376	-0.08547733
TCMsymptom::Zhi Ti Xiong Tong	Syndrome::Symptom	Disease::MESH:D014086	-0.267478257
TCMsymptom::Bu Xi Re Yin	Syndrome::Symptom	Disease::MESH:D014086	-0.315995514
TCMsymptom::Fu Zhang	Syndrome::Symptom	Disease::MESH:D014086	-0.099261984
TCMsymptom::Jing Shui Lin Li Bu Jing	Syndrome::Symptom	Disease::MESH:D014086	-0.411890596
TCMsymptom::Re Du Xie Li	Syndrome::Symptom	Disease::MESH:D014086	-0.726377726
TCMsymptom::Shen Mu Fa Huang	Syndrome::Symptom	Disease::MESH:D014086	-0.027249457
TCMsymptom::Xia Fu Zhang Tong	Syndrome::Symptom	Disease::MESH:D014086	-0.596314788
TCMsymptom::Xiao Bian Tong	Syndrome::Symptom	Disease::MESH:D014086	-0.28701061
TCMsymptom::Xiong Ge Pi Sai	Syndrome::Symptom	Disease::MESH:D014086	-0.332148343
TCMsymptom::Xiong Zhang Man	Syndrome::Symptom	Disease::MESH:D014086	-0.149330586
TCMsymptom::Zu Jing Hong Zhong Re Tong	Syndrome::Symptom	Disease::MESH:D014086	-0.271616608
TCMsymptom::Guan Fu Pi Man Zhang Tong	Syndrome::Symptom	Disease::MESH:D014086	-0.538406372
TCMsymptom::Hou Zhong	Syndrome::Symptom	Disease::MESH:D014086	-0.134710357
TCMsymptom::Xie Li Hou Zhong	Syndrome::Symptom	Disease::MESH:D014086	-0.228536367
TCMsymptom::Da Bian Gan	Syndrome::Symptom	Disease::MESH:D014086	-0.370893389
TCMsymptom::Duo Yin	Syndrome::Symptom	Disease::MESH:D014086	-0.31654194
TCMsymptom::Wei Re	Syndrome::Symptom	Disease::MESH:D014086	-0.189466313
TCMsymptom::Wei Guan Shao Zhuo Gan	Syndrome::Symptom	Disease::MESH:D014086	-0.452361614
TCMsymptom::Xiao Er Gan Ji	Syndrome::Symptom	Disease::MESH:D014086	-0.140721858
TCMsymptom::Feng Yan Lan Xian	Syndrome::Symptom	Disease::MESH:D014086	-0.021114426
TCMsymptom::Nv Xie	Syndrome::Symptom	Disease::MESH:D014086	-0.127701223
TCMsymptom::Ren Shen Tai Lou	Syndrome::Symptom	Disease::MESH:D014086	-0.448002934
TCMsymptom::Er Bian Bu Tong	Syndrome::Symptom	Disease::MESH:D014086	-0.482879847
TCMsymptom::Liao Chuang	Syndrome::Symptom	Disease::MESH:D014086	-0.367796451
TCMsymptom::Feng Zhen Sao Yang	Syndrome::Symptom	Disease::MESH:D014086	-0.262338817
TCMsymptom::Liu Zhuo Ti	Syndrome::Symptom	Disease::MESH:D014086	-0.149333
TCMsymptom::Sao Yang Nan Ren	Syndrome::Symptom	Disease::MESH:D014086	-0.322563261
TCMsymptom::Ya Tong	Syndrome::Symptom	Disease::MESH:D014086	-0.085062392
TCMsymptom::Zhuo Ti	Syndrome::Symptom	Disease::MESH:D014086	-0.458050489
TCMsymptom::Zhuo Ti Chou Qi	Syndrome::Symptom	Disease::MESH:D014086	-0.036100898
TCMsymptom::Cao Za Si Ji	Symptom::Disease	Disease::MESH:D014071	-0.381444782
TCMsymptom::Er Nei Liu Nong	Syndrome::Symptom	Disease::MESH:D013700	-0.064167142
TCMsymptom::Tou Yong	Syndrome::Symptom	Disease::MESH:D013700	-0.144037455
TCMsymptom::Er Nei Liu Nong	Syndrome::Symptom	Disease::MESH:D013625	-0.067354396
TCMsymptom::Huang Dan	Symptom::Disease	Disease::MESH:D013625	-0.190316662
TCMsymptom::Lin Li Teng Tong	Syndrome::Symptom	Disease::MESH:D013625	-0.325443298
TCMsymptom::Zhong Du	Syndrome::Symptom	Disease::MESH:D013625	-0.120746396
TCMsymptom::Da Bian Gan Jie	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.030023627
TCMsymptom::Da Bian Nong Xie	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.10242708
TCMsymptom::She Jian Hong	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.111187294
TCMsymptom::Kou Ku	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.014726347
TCMsymptom::Nian Ye Bian	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.03008124
TCMsymptom::Niao Huang	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.029084029
TCMsymptom::She You Chi Hen	Syndrome::TCMsymptom	Disease::MESH:D012852	-9.27E-06
TCMsymptom::Shi Bi Ju Luan	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.06192657
TCMsymptom::Tu Nong	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.00038976
TCMsymptom::Guan Fu Pi Men	Syndrome::TCMsymptom	Disease::MESH:D012852	-1.48E-06
TCMsymptom::Xiao Bian Bai Zhuo	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.165165439
TCMsymptom::Xiong Fu Zhang Man	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.00378772
TCMsymptom::Xiong Xie Zhang Tong	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.007835662
TCMsymptom::Xie Niao	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.120554
TCMsymptom::Zhuo Tong	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.222692966
TCMsymptom::Shi Bi	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.002160248
TCMsymptom::Xi Suan Ruan	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.044362947
TCMsymptom::Kou Bi Sheng Chuang	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.104539722
TCMsymptom::Ru Fang Zhong Tong	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.232690632
TCMsymptom::Dao Han	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.108819485
TCMsymptom::Yue Jing Guo Duo	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.056811195
TCMsymptom::Zhi Chuang Chu Xie	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.009086759
TCMsymptom::Zhi Chuang Zhong	Syndrome::TCMsymptom	Disease::MESH:D012852	-1.14E-05
TCMsymptom::Yong Chuang Zhong Du	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.055792574
TCMsymptom::Bi Sai	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.167616174
TCMsymptom::Feng Re	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.064272352
TCMsymptom::Mu An Bu Ming	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.004805843
TCMsymptom::Yan Hou Gan Tong	Syndrome::TCMsymptom	Disease::MESH:D012852	-0.000372678
TCMsymptom::Bu Mian	Syndrome::Symptom	Disease::MESH:D012516	-0.261645883
TCMsymptom::Xiong Man Yu Men	Syndrome::Symptom	Disease::MESH:D012516	-0.505137265
TCMsymptom::Xiao Er Liang Feng	Syndrome::Symptom	Disease::MESH:D012516	-0.201481864
TCMsymptom::Nong Shui Lin Li	Syndrome::Symptom	Disease::MESH:D012516	-0.24846153
TCMsymptom::Chang Ming	Syndrome::Symptom	Disease::MESH:D012516	-0.312461168
TCMsymptom::Ru Fang Jie Jie	Syndrome::Symptom	Disease::MESH:D012516	-0.205987185
TCMsymptom::Wei Guan Shao Zhuo Gan	Syndrome::Symptom	Disease::MESH:D012516	-0.411646605
TCMsymptom::Yong Ju Bu Kui	Syndrome::Symptom	Disease::MESH:D012516	-0.33012411
TCMsymptom::Ge Tan Se Huang	Syndrome::Symptom	Disease::MESH:D012516	-0.247494712
TCMsymptom::Sao Yang	Syndrome::Symptom	Disease::MESH:D012516	-0.407673955
TCMsymptom::Yan Jing Tong Yang	Syndrome::Symptom	Disease::MESH:D012516	-0.147290647
TCMsymptom::Da Bian Gan Jie Nan Xia	Symptom::Disease	Disease::MESH:D011535	-0.195069209
TCMsymptom::Tu Xie	Symptom::Disease	Disease::MESH:D011535	-0.191698834
TCMsymptom::Tou Zhong	Symptom::Disease	Disease::MESH:D011535	-0.106558055
TCMsymptom::Xiong Xie Men Tong	Symptom::Disease	Disease::MESH:D011535	-0.032697029
TCMsymptom::Zhi Ti Kun Zhong	Symptom::Disease	Disease::MESH:D011087	-0.217256367
TCMsymptom::Ru Fang Jie Jie	Symptom::Disease	Disease::MESH:D011087	-0.154202938
TCMsymptom::Wei Guan Cao Za Bu Shi	Symptom::Disease	Disease::MESH:D011087	-0.296478689
TCMsymptom::Chao Re	Symptom::Disease	Disease::MESH:D011087	-0.136529341
TCMsymptom::Dai Xia Se Huang	Symptom::Disease	Disease::MESH:D010282	-0.389660597
TCMsymptom::Er Lou	Symptom::Disease	Disease::MESH:D010282	-0.249085233
TCMsymptom::Shi Re Xia Zhu	Symptom::Disease	Disease::MESH:D010282	-0.317768037
TCMsymptom::Sou Tong	Syndrome::Symptom	Disease::MESH:D010282	-0.380463481
TCMsymptom::Xiao Bian Di Li Bu Jing	Symptom::Disease	Disease::MESH:D010282	-0.267566711
TCMsymptom::Xiao Bian Tong	Symptom::Disease	Disease::MESH:D010282	-0.216689914
TCMsymptom::Xiong Ge Pi Men	Symptom::Disease	Disease::MESH:D010282	-0.081351936
TCMsymptom::Xiong Xie Men Tong	Symptom::Disease	Disease::MESH:D010282	-0.110678405
TCMsymptom::Zheng Jia Pi Kuai	Syndrome::Symptom	Disease::MESH:D010282	-0.206366405
TCMsymptom::Zu Jing Hong Zhong Re Tong	Symptom::Disease	Disease::MESH:D010282	-0.255661011
TCMsymptom::Ou Tu E Ni	Symptom::Disease	Disease::MESH:D010282	-0.378185004
TCMsymptom::Pin Er Liu Nong	Symptom::Disease	Disease::MESH:D010282	-0.503440082
TCMsymptom::Wei Suan Guo Duo	Symptom::Disease	Disease::MESH:D010282	-0.270991176
TCMsymptom::Bao Jue	Symptom::Disease	Disease::MESH:D010282	-0.408616036
TCMsymptom::Tou Yong	Syndrome::Symptom	Disease::MESH:D010282	-0.153642833
TCMsymptom::Yong Ju Ding Du	Symptom::Disease	Disease::MESH:D010282	-0.469831228
TCMsymptom::Jie Xian Sao Yang	Syndrome::Symptom	Disease::MESH:D010282	-0.279897064
TCMsymptom::Yan Hong Zhong Tong	Symptom::Disease	Disease::MESH:D010282	-0.230115652
TCMsymptom::Yan Hou Bu Li	Syndrome::Symptom	Disease::MESH:D010282	-0.273099542
TCMsymptom::Kou Sheng Chuang	Syndrome::Symptom	Disease::MESH:D009477	-0.061049189
TCMsymptom::Mian Hong	Syndrome::Symptom	Disease::MESH:D009477	-0.347804844
TCMsymptom::She Sheng Chuang	Syndrome::Symptom	Disease::MESH:D009477	-0.171322897
TCMsymptom::Xie Re Tu Nv	Symptom::Disease	Disease::MESH:D009477	-0.369816095
TCMsymptom::E Xin	Symptom::Disease	Disease::MESH:D009477	-0.056874733
TCMsymptom::Er Long	Symptom::Disease	Disease::MESH:D009477	-0.079227738
TCMsymptom::Mu Fa Huang	Symptom::Disease	Disease::MESH:D009477	-0.276842952
TCMsymptom::Niao Se Chi Huang	Syndrome::Symptom	Disease::MESH:D009477	-0.338984668
TCMsymptom::Shen Kun Zhong	Syndrome::Symptom	Disease::MESH:D009477	-0.179647312
TCMsymptom::Sou Tong	Syndrome::Symptom	Disease::MESH:D009477	-0.379402459
TCMsymptom::Tou Tong Ru Guo	Syndrome::Symptom	Disease::MESH:D009477	-0.055988554
TCMsymptom::Guan Pi	Syndrome::Symptom	Disease::MESH:D009477	-0.281948358
TCMsymptom::Xiao Bian Di Li Bu Jing	Syndrome::Symptom	Disease::MESH:D009477	-0.132044569
TCMsymptom::Xiao Bian Huang	Syndrome::Symptom	Disease::MESH:D009477	-0.141352907
TCMsymptom::Xiong Fu Zhang Tong	Symptom::Disease	Disease::MESH:D009477	-0.257283002
TCMsymptom::Xiong Ge Pi Men	Syndrome::Symptom	Disease::MESH:D009477	-0.2433341
TCMsymptom::Xiong Man Yu Men	Syndrome::Symptom	Disease::MESH:D009477	-0.281552464
TCMsymptom::Xiong Pi	Syndrome::Symptom	Disease::MESH:D009477	-0.316806465
TCMsymptom::Xiong Xie Pi Men	Syndrome::Symptom	Disease::MESH:D009477	-0.231268808
TCMsymptom::Yue Jing Liang Duo    Wei Chou	Syndrome::Symptom	Disease::MESH:D009477	-0.202304766
TCMsymptom::Xiao Er Ji Liang Feng	Syndrome::Symptom	Disease::MESH:D009477	-0.509359717
TCMsymptom::Xiao Er Man Liang	Symptom::Disease	Disease::MESH:D009477	-0.240490735
TCMsymptom::Nong Shui Lin Li	Syndrome::Symptom	Disease::MESH:D009477	-0.16433613
TCMsymptom::Mian Huang	Syndrome::Symptom	Disease::MESH:D009477	-0.303736538
TCMsymptom::Kou Ke	Syndrome::Symptom	Disease::MESH:D009477	-0.311428964
TCMsymptom::Wei Suan Guo Duo	Syndrome::Symptom	Disease::MESH:D009477	-0.312864691
TCMsymptom::Bao Jue	Symptom::Disease	Disease::MESH:D009477	-0.418756008
TCMsymptom::E Chuang	Syndrome::Symptom	Disease::MESH:D009477	-0.342268199
TCMsymptom::Fen Ci	Syndrome::Symptom	Disease::MESH:D009477	-0.213900864
TCMsymptom::Niao Xie Xie Se Zi Hong	Symptom::Disease	Disease::MESH:D009477	-0.016669584
TCMsymptom::Yong Ju Bu Kui	Syndrome::Symptom	Disease::MESH:D009477	-0.215976164
TCMsymptom::Yong Ju Zhong Du	Syndrome::Symptom	Disease::MESH:D009477	-0.280938238
TCMsymptom::Yue Jing Ti Qian	Symptom::Disease	Disease::MESH:D009477	-0.318417221
TCMsymptom::Bi Sai	Symptom::Disease	Disease::MESH:D009477	-0.10939189
TCMsymptom::Bi Yang	Syndrome::Symptom	Disease::MESH:D009477	-0.250477314
TCMsymptom::Tan Chou	Syndrome::Symptom	Disease::MESH:D009477	-0.10417904
TCMsymptom::Yan Sheng Yi Mo	Syndrome::Symptom	Disease::MESH:D009477	-0.08841034
TCMsymptom::Kou She Sheng Chuang	Symptom::Disease	Disease::MESH:D009203	-0.456746012
TCMsymptom::Xia Xie	Symptom::Disease	Disease::MESH:D009203	-0.190238997
TCMsymptom::Xiong Bu Men Tong	Symptom::Disease	Disease::MESH:D009203	-0.363432556
TCMsymptom::Shen Huang	Symptom::Disease	Disease::MESH:D009203	-0.140239999
TCMsymptom::Xie Li Hou Zhong	Symptom::Disease	Disease::MESH:D009203	-0.353257388
TCMsymptom::Niao Xie Xie Se Xian Hong	Symptom::Disease	Disease::MESH:D009203	-0.083884686
TCMsymptom::Liu Huang Ti	Symptom::Disease	Disease::MESH:D009203	-0.007460015
TCMsymptom::Pi Men	Syndrome::Symptom	Disease::MESH:D009101	-0.026389237
TCMsymptom::Re Li	Symptom::Disease	Disease::MESH:D009101	-0.131709412
TCMsymptom::Xiao Bian Se Tong	Symptom::Disease	Disease::MESH:D009101	-0.197364256
TCMsymptom::Ru Xian Zeng Sheng	Symptom::Disease	Disease::MESH:D009101	-0.130922511
TCMsymptom::Yan Hou Zhuo Re	Syndrome::Symptom	Disease::MESH:D009101	-0.137178198
TCMsymptom::Ke Xie	Syndrome::Symptom	Disease::MESH:D009101	-0.265218467
TCMsymptom::Ji Rou Hong Zhong Re Tong	Syndrome::Symptom	Disease::MESH:D008881	-0.485998064
TCMsymptom::Re Du Xie Li	Symptom::Disease	Disease::MESH:D008881	-0.667285562
TCMsymptom::Xie Xie Ji Po	Symptom::Disease	Disease::MESH:D008881	-0.281032771
TCMsymptom::Xiong Guan Pi Men	Symptom::Disease	Disease::MESH:D008881	-0.281978071
TCMsymptom::Zhi Ti Kun Zhong	Symptom::Disease	Disease::MESH:D008881	-0.345330387
TCMsymptom::Guan Xie Zhang Tong	Symptom::Disease	Disease::MESH:D008881	-0.206603751
TCMsymptom::Wei Guan Shao Zhuo Gan	Symptom::Disease	Disease::MESH:D008881	-0.190957069
